,Date,Low,High,Close,Open
1292,2004-06-08,51.1,52.12,51.94,51.4
1291,1997-11-06,55.63,59.0,55.94,59.0
1290,2010-09-13,143.76,145.74,145.07,144.07
1289,2004-10-25,33.72,34.41,33.97,34.02
1288,2000-04-17,44.63,52.0,47.06,45.25
1287,1999-09-30,76.25,81.5,79.94,79.81
1286,2010-01-28,122.8,127.2,126.03,124.43
1285,2007-09-04,79.73,83.53,82.7,79.9
1284,2007-01-19,36.6,37.48,37.02,36.69
1283,1997-08-20,24.88,26.25,26.0,25.0
1282,2002-08-07,12.85,13.94,13.6,13.93
1281,1998-09-15,70.38,74.75,73.0,70.81
1280,2005-11-02,39.8,41.23,40.75,40.29
1279,2006-08-07,26.59,27.29,26.78,27.19
1278,2013-06-13,270.2901,276.8,275.79,271.5
1277,2010-03-11,130.36,133.62,133.58,130.45
1276,2004-09-02,37.91,39.64,39.18,38.03
1275,2015-10-30,625.28,630.72,625.9,626.01
1274,2017-01-26,833.0,843.84,839.15,835.53
1273,2013-04-22,258.03,264.6,263.55,259.35
1272,1998-11-16,123.5,129.9,126.3,128.5
1271,2010-10-05,157.01,161.21,160.87,157.08
1270,2005-07-29,44.61,45.75,45.15,45.31
1269,2011-10-27,201.1,208.6,206.78,204.26
1268,2009-07-07,75.41,78.69,75.63,78.53
1267,2018-03-29,1365.2,1455.47,1447.34,1406.0
1266,2010-03-16,130.5,132.29,131.79,131.24
1265,2000-12-04,23.25,27.19,26.56,25.19
1264,2014-04-03,328.46,342.5,333.62,341.82
1263,2011-01-28,166.9,173.71,171.14,171.45
1262,1999-11-19,76.06,78.13,77.94,77.88
1261,2018-01-19,1292.99,1313.0,1294.58,1312.0
1260,2005-04-06,34.62,35.2,34.82,35.1
1259,2009-07-08,75.7,77.93,77.36,76.46
1258,2008-08-14,85.22,88.75,88.03,85.71
1257,1998-04-06,88.25,94.75,88.63,94.25
1256,2011-02-11,185.37,189.5,189.25,185.5619
1255,2004-11-02,35.14,36.49,36.24,35.46
1254,2004-01-14,54.15,55.99,55.8,54.62
1253,2010-11-04,168.4,172.53,168.93,169.86
1252,2017-10-18,996.55,1022.31,997.0,1009.27
1251,2017-02-10,822.85,828.0,827.46,823.82
1250,2009-10-07,91.15,94.48,93.97,91.5
1249,2008-04-23,78.74,82.64,81.0,80.25
1248,2017-02-22,852.18,858.43,855.61,856.95
1247,2009-03-16,66.68,69.295,66.98,68.65
1246,2002-12-26,20.0,21.6,20.3,21.59
1245,2000-04-10,63.25,68.44,63.38,67.25
1244,1997-11-20,54.13,55.25,55.0,54.88
1243,2000-05-26,44.0,47.75,46.5,46.25
1242,2005-01-19,43.43,44.74,43.96,44.44
1241,2003-06-12,34.71,35.4,35.201,35.4
1240,2000-08-15,34.38,38.31,37.56,34.63
1239,2001-02-08,14.38,15.88,14.38,15.31
1238,1998-08-17,118.5,123.2,119.7,120.8
1237,2009-06-03,83.13,85.71,85.68,83.31
1236,1999-04-09,175.8,186.0,182.9,178.1
1235,2007-04-30,61.18,62.44,61.33,61.91
1234,2005-11-01,39.65,40.74,40.37,39.97
1233,2017-08-18,954.65,965.43,958.47,961.4
1232,2002-11-04,18.59,19.81,18.78,19.4
1231,2009-06-15,81.0,83.3,83.18,82.83
1230,2012-08-03,233.03,236.49,234.97,234.03
1229,2013-05-30,265.615,268.57,266.83,265.71
1228,2016-08-08,761.015,767.0,766.56,766.81
1227,2014-03-14,371.55,378.568,373.74,372.8
1226,2017-09-14,987.74,998.56,992.21,996.8
1225,2006-10-13,33.08,33.58,33.32,33.35
1224,2013-02-07,255.11,264.1,260.23,264.1
1223,2006-02-27,37.93,38.78,38.01,38.49
1222,2017-12-05,1124.74,1159.27,1141.57,1128.26
1221,2005-08-16,44.2,44.94,44.27,44.9
1220,2009-10-12,93.07,96.25,93.6,96.17
1219,2003-05-27,32.45,35.03,34.85,32.55
1218,2001-04-03,8.5,9.15,8.63,8.71
1217,2001-05-15,13.14,14.3,13.54,13.35
1216,2002-03-05,15.53,16.68,15.97,16.0
1215,2012-04-03,197.5,202.39,199.66,198.24
1214,2003-09-16,45.05,46.25,46.24,45.4
1213,2006-10-25,36.04,37.98,37.68,37.3
1212,2004-03-11,41.04,42.37,41.28,41.09
1211,2013-07-08,286.14,291.67,290.59,286.42
1210,2008-09-30,65.32,73.12,72.76,65.84
1209,2006-09-05,31.24,32.3,32.23,31.61
1208,1998-06-12,58.25,63.5,61.0,63.5
1207,2002-04-23,13.88,14.75,14.06,14.35
1206,2000-05-23,46.5,51.88,46.69,50.5
1205,2011-12-27,176.16,178.5947,176.27,177.73
1204,2000-03-30,64.0,67.38,66.5,64.5
1203,2016-07-07,731.63,739.55,736.57,739.33
1202,2013-12-02,389.1,399.0,392.3,399.0
1201,2009-10-23,110.62,119.65,118.49,111.05
1200,1997-08-04,27.63,28.94,27.75,28.5
1199,2013-05-14,264.028,269.4,268.33,264.5
1198,2014-04-16,314.71,324.0,323.68,321.17
1197,2010-08-16,123.04,127.37,126.07,123.61
1196,2014-04-24,322.95,337.4,337.15,329.67
1195,2016-12-14,762.81,780.86,768.82,778.25
1194,1998-04-14,93.25,99.88,97.19,93.88
1193,2014-04-30,298.1,304.56,304.13,298.1
1192,2010-03-26,133.76,136.99,135.06,134.895
1191,2004-01-12,50.8,53.03,52.95,51.65
1190,2005-06-29,33.27,34.07,33.35,33.7
1189,2006-01-26,43.79,44.78,44.68,43.95
1188,2018-07-11,1734.0,1756.96,1755.0,1737.99
1187,2002-04-18,13.95,14.86,14.26,14.7
